FIPS,Total,Male,Female,Eighteen_Years_Plus,SixFive_Years_Plus,One_Race,Two_Plus_Races
22031,27289,13298,13991,20595,4699,26751,538
22033,443763,212317,231446,342498,60902,435523,8240
22035,7096,4309,2787,5826,996,7042,54
22037,19371,10783,8588,15849,3303,19200,171
22039,33589,17218,16371,25220,5069,33088,501
22041,20238,9891,10347,15082,3573,20125,113
22043,22340,12624,9716,17719,3282,21812,528
22045,71887,35150,36737,53009,10400,69714,2173
22047,32822,16535,16287,25887,4973,32322,500
22049,15879,8052,7827,12486,3188,15811,68
22051,434850,210690,224160,338950,72333,425148,9702
22053,31441,15550,15891,23451,5065,30856,585
22055,241973,117992,123981,184470,30732,237783,4190
22057,98108,48217,49891,75187,14757,95460,2648
22059,14936,7783,7153,11426,2494,14768,168
22061,47246,22972,24274,37737,6329,46705,541
22063,138928,68224,70704,102990,17941,136402,2526
22065,11306,5630,5676,8599,1567,11272,34
22067,25610,12309,13301,19379,4666,25478,132
22069,38769,18562,20207,29497,6224,38061,708
22071,390845,185513,205332,312340,55281,383345,7500
22073,155494,74589,80905,116459,22486,153555,1939
22075,23338,11744,11594,17241,3042,22182,1156
22077,22016,10574,11442,17109,4444,21807,209
22079,130970,63380,67590,98330,20804,127974,2996
22081,8565,4023,4542,6460,1605,8307,258
22083,20350,9909,10441,15540,3494,20086,264
22085,23991,11853,12138,18300,4825,22290,1701
22087,46266,22625,23641,33856,5113,45134,1132
22089,52773,26406,26367,39772,6880,52219,554
22091,10297,4977,5320,8100,1941,10279,18
22093,21308,10111,11197,16418,3558,21191,117
22095,43242,21197,22045,32522,5936,42579,663
22097,83172,40138,43034,60852,13107,81863,1309
22099,53732,26437,27295,40669,7911,52609,1123
22101,50968,25211,25757,38625,8193,48777,2191
22103,255155,123830,131325,193703,41823,250415,4740
22105,132057,63939,68118,99620,18491,129242,2815
22107,4561,2247,2314,3476,1084,4559,2
22109,112054,55354,56700,83442,15527,109063,2991
22111,22353,11150,11203,17419,4524,21972,381
22113,59865,28936,30929,44516,9008,59201,664
22115,49646,26265,23381,37194,5823,48016,1630
22117,46435,22925,23510,35254,8135,45658,777
22119,39242,19171,20071,30365,7567,38685,557
22121,26101,12738,13363,19860,3479,25799,302
22123,11041,5593,5448,8518,2068,10883,158
22125,15428,9875,5553,12912,2170,15254,174
22127,14313,7625,6688,11371,2616,14196,117
23001,107602,52573,55029,84153,18603,102216,5386
23003,67809,33546,34263,55326,15881,66756,1053
23005,292307,141794,150513,237230,52133,285067,7240
23007,29982,14700,15282,24566,6437,29275,707
23009,54601,26374,28227,45168,13129,53831,770
23011,121753,59400,62353,98144,23645,119647,2106
23013,39759,19815,19944,32578,9647,38917,842
23015,34201,16761,17440,28480,9263,33834,367
23017,57550,28448,29102,46777,12229,56097,1453
23019,151774,75235,76539,123988,27349,148678,3096
23021,16836,8408,8428,13926,4359,16609,227
23023,35452,17339,18113,28707,7728,34675,777
23025,50520,25021,25499,40783,10445,49570,950
23027,39539,19409,20130,32121,8613,38791,748
23029,31491,15468,16023,25498,7482,30820,671
23031,204316,99651,104665,165549,40625,200913,3403
24001,71445,37335,34110,58996,14169,69779,1666
24003,571275,282621,288654,443546,82281,547924,23351
24005,828018,392496,435522,649094,139256,804906,23112
24009,91511,45538,45973,70189,13252,87470,4041
24011,33049,16170,16879,25208,5299,32163,886
24013,167699,82963,84736,131020,27434,164268,3431
24015,102552,51022,51530,79220,15639,99616,2936
24017,159428,76779,82649,120955,19412,150607,8821
24019,32138,15177,16961,25329,6737,30397,1741
24021,251422,123912,127510,192678,35468,243085,8337
24023,29235,14478,14757,23734,6436,28788,447
24025,252222,123549,128673,195654,39848,243759,8463
24027,318855,155961,162894,240908,42755,304695,14160
24029,19536,9294,10242,16454,5120,19087,449
24031,1043530,504128,539402,799948,156825,998120,45410
24033,908670,437440,471230,705633,116822,881779,26891
24035,49632,24634,24998,38865,9119,48849,783
24037,112290,56147,56143,84945,14091,108101,4189
24039,25729,13926,11803,21274,4174,25107,622
24041,37167,17627,19540,30310,10595,35539,1628
24043,150109,76330,73779,117164,25239,143951,6158
24045,102539,48681,53858,80034,15847,99756,2783
24047,51765,25357,26408,42799,14139,50544,1221
24510,609032,286048,322984,483209,82721,593866,15166
25001,213496,102086,111410,180919,63581,209048,4448
25003,126425,61150,65275,104779,28620,122906,3519
25005,561037,271591,289446,444436,93298,544030,17007
25007,17312,8535,8777,14105,4033,16608,704
25009,783676,377772,405904,615581,130887,760097,23579
25011,70577,34374,36203,58214,14920,68736,1841
25013,467871,225964,241907,366129,77013,454068,13803
25015,161032,75294,85738,137121,26753,155798,5234
25017,1600842,783073,817769,1281363,239915,1552976,47866
25019,11168,5720,5448,8857,1631,10824,344
25021,700437,336802,363635,552309,115968,683383,17054
25023,515303,250326,264977,403378,90730,503806,11497
25025,796605,384878,411727,662970,93712,744126,52479
25027,824772,406642,418130,649132,126028,801112,23660
26001,10353,5235,5118,9010,3711,10194,159
26003,9151,5075,4076,7765,2257,8827,324
26005,116143,58027,58116,87854,18642,113180,2963
26007,28520,14068,14452,23176,6488,28128,392
26009,23206,11582,11624,18964,6189,22852,354
26011,15070,7635,7435,12349,3662,14835,235
26013,8421,4657,3764,6913,1827,7883,538
26015,60540,30464,30076,47069,10917,59696,844
26017,104104,51139,52965,82826,20411,101709,2395
26019,17615,8750,8865,14365,4545,17295,320
26021,154133,75425,78708,120304,29744,149300,4833
26023,43513,22481,21032,33475,7900,42834,679
26025,134212,65779,68433,103329,23230,128171,6041
26027,51523,25836,25687,40763,10455,49966,1557
26029,26188,12974,13214,21130,6204,25651,537
26031,25418,12713,12705,21161,6802,24578,840
26033,37629,20498,17131,30748,6651,34661,2968
26035,30651,15242,15409,24574,7121,30015,636
26037,78389,38704,39685,60710,12897,76455,1934
26039,13892,7065,6827,11381,3461,13672,220
26041,36026,17924,18102,28825,8417,34779,1247
26043,25439,12759,12680,20390,5591,25018,421
26045,109456,53603,55853,86404,19600,106529,2927
26047,33104,16359,16745,26647,7192,32084,1020
26049,407875,196695,211180,315087,69337,393777,14098
26051,25279,12744,12535,20434,6655,24900,379
26053,15061,8019,7042,12708,3852,14788,273
26055,92181,45476,46705,73418,17690,90031,2150
26057,40916,21928,18988,32764,7037,40120,796
26059,45757,22841,22916,35712,8719,45046,711
26061,36070,19495,16575,28785,6123,35291,779
26063,31349,15550,15799,25285,7749,30927,422
26065,290587,141572,149015,232694,38111,275222,15365
26067,64300,34266,30034,49467,9323,62800,1500
26069,25197,12546,12651,21041,7323,24787,410
26071,11152,5543,5609,9364,3344,11020,132
26073,70688,34337,36351,58416,8606,68218,2470
26075,158636,80972,77664,124222,27279,153625,5011
26077,262745,128538,134207,205682,38355,250148,12597
26079,17585,8943,8642,13900,3476,17301,284
26081,648121,319318,328803,489908,85904,621706,26415
26083,2111,1089,1022,1799,741,2079,32
26085,11852,6053,5799,9903,3288,11436,416
26087,88038,44834,43204,69625,15489,86611,1427
26089,21652,10727,10925,18116,6502,21249,403
26091,98381,49699,48682,77525,18050,95614,2767
26093,189754,95184,94570,148558,31372,186854,2900
26095,6338,3756,2582,5292,1354,5953,385
26097,10780,5494,5286,9090,2948,10229,551
26099,870325,423761,446564,685403,144390,849555,20770
26101,24457,12695,11762,20185,6110,23639,818
26103,66686,33610,33076,54669,12289,64615,2071
26105,28954,14333,14621,23024,6681,28347,607
26107,43251,21810,21441,35194,7822,42268,983
26109,23074,11700,11374,18816,5456,22477,597
26111,83355,41012,42343,65410,14991,81701,1654
26113,15028,7648,7380,11548,3057,14727,301
26115,149727,73880,75847,117373,26204,146561,3166
26117,63413,32593,30820,49169,10823,62248,1165
26119,9265,4673,4592,7884,2907,9116,149
26121,173297,86161,87136,132981,28541,166946,6351
26123,48366,24285,24081,37429,9112,47486,880
26125,1253185,612894,640291,987162,205052,1217848,35337
26127,26416,13381,13035,20347,5382,25949,467
26129,20898,10528,10370,17032,5275,20628,270
26131,5877,3012,2865,5151,2083,5756,121
26133,23290,11804,11486,18010,4803,22915,375
26135,8248,4199,4049,6668,2227,8112,136
26137,24490,12153,12337,19334,5076,23863,627
26139,286558,141600,144958,217278,41893,278571,7987
26141,12714,6329,6385,10658,3892,12519,195
26143,23851,11883,11968,20194,7617,23333,518
26145,191821,93128,98693,150491,35801,185642,6179
26147,159247,79166,80081,125663,29036,154759,4488
26149,60836,30353,30483,45830,10567,58890,1946
26151,41295,20509,20786,32353,8678,40689,606
26153,8048,3930,4118,6659,2132,7598,450
26155,68340,33776,34564,53741,12149,67045,1295
26157,52939,26626,26313,41979,10506,51869,1070
26159,75358,37494,37864,57628,13258,72183,3175
26161,367000,181923,185077,298124,49308,351761,15239
26163,1757299,846179,911120,1339576,264487,1713857,43442
26165,33256,16599,16657,25497,6197,32489,767
27001,15834,8047,7787,13183,5144,15519,315
27003,350253,175259,174994,266219,47405,338541,11712
27005,34011,16928,17083,25715,6876,32810,1201
27007,46403,23137,23266,34717,7216,44325,2078
27009,40129,20130,19999,29985,5527,39050,1079
27011,4996,2488,2508,3963,1281,4905,91
27013,66795,33456,33339,53585,8931,65154,1641
27015,25163,12610,12553,19701,5243,24975,188
27017,35633,18634,16999,27590,6057,34548,1085
27019,101949,50618,51331,74441,11628,99451,2498
27021,29268,14967,14301,23081,7406,28551,717
27023,11953,5912,6041,9164,2496,11855,98
27025,55315,28780,26535,42621,8265,54433,882
27027,63446,31334,32112,47938,8194,62149,1297
27029,8821,4514,4307,6630,1788,8380,441
27031,5376,2661,2715,4553,1466,5240,136
27033,11299,5650,5649,8555,2568,11143,156
27035,64217,31961,32256,50248,14133,63057,1160
27037,421453,207870,213583,317987,57425,406013,15440
27039,20669,10393,10276,15238,2981,20381,288
27041,37513,18768,18745,29449,8420,36935,578
27043,13801,6920,6881,10765,3134,13607,194
27045,20949,10542,10407,15830,4299,20749,200
27047,30463,15155,15308,23777,6699,29880,583
27049,46246,22975,23271,35886,8780,45305,941
27051,5935,3001,2934,4606,1382,5805,130
27053,1245837,616042,629795,971097,170418,1199119,46718
27055,18648,9368,9280,14609,3871,18475,173
27057,21019,10627,10392,16577,5223,20588,431
27059,39430,19973,19457,30026,6122,38622,808
27061,45141,22863,22278,35655,10216,44048,1093
27063,9954,5089,4865,7805,2152,9785,169
27065,16089,8136,7953,12625,3251,15672,417
27067,42841,21565,21276,32394,7854,42077,764
27069,4311,2169,2142,3383,1032,4269,42
27071,12515,6238,6277,10225,3054,12335,180
27073,6719,3368,3351,5415,1791,6654,65
27075,10560,5424,5136,8706,2718,10436,124
27077,3771,2009,1762,2972,886,3563,208
27079,28242,14153,14089,21450,4829,27846,396
27081,5677,2860,2817,4357,1398,5612,65
27083,25758,12830,12928,19202,3986,25300,458
27085,35832,17955,17877,27526,6545,35341,491
27087,5501,2788,2713,3762,964,4837,664
27089,9372,4735,4637,7235,1972,9246,126
27091,19852,9952,9900,15523,4555,19569,283
27093,23105,11800,11305,17481,4486,22805,300
27095,25865,13001,12864,19634,4671,25050,815
27097,33064,16679,16385,25323,6267,32594,470
27099,39807,20058,19749,29862,7306,38964,843
27101,8296,4149,4147,6515,2103,8217,79
27103,33954,17018,16936,26485,5317,33079,875
27105,21734,11256,10478,15829,3488,21168,566
27107,6520,3320,3200,4983,1396,6360,160
27109,154809,75648,79161,116680,23348,150405,4404
27111,58195,29326,28869,45560,13579,57319,876
27113,14183,7055,7128,10870,2545,13913,270
27115,29223,15601,13622,23413,5874,28387,836
27117,9191,4484,4707,6846,1903,8920,271
27119,31521,16038,15483,23911,5674,30828,693
27121,11048,5587,5461,8729,2619,10894,154
27123,544442,265450,278992,417404,76738,520831,23611
27125,4015,2041,1974,3030,802,3926,89
27127,15261,7706,7555,11554,3218,14998,263
27129,14652,7456,7196,11278,3002,14449,203
27131,66185,33765,32420,51666,10026,64582,1603
27133,9402,4601,4801,7007,1866,9305,97
27135,15361,7910,7451,11609,2562,15098,263
27137,199759,100118,99641,161637,37627,193805,5954
27139,145275,72365,72910,104800,15137,141110,4165
27141,94463,48249,46214,69300,10261,92575,1888
27143,14892,7581,7311,11365,2692,14780,112
27145,158452,79704,78748,121794,23088,155169,3283
27147,36683,18200,18483,27482,6252,36281,402
27149,9789,4908,4881,7716,1649,9680,109
27151,9359,4686,4673,7246,2044,9280,79
27153,24494,12591,11903,18665,5121,24111,383
27155,3311,1644,1667,2659,822,3226,85
27157,21537,10849,10688,16908,4562,21281,256
27159,13654,6739,6915,10199,2863,13369,285
27161,18740,9005,9735,14365,3259,18415,325
27163,255938,126626,129312,192870,36910,248226,7712
27165,10972,5511,5461,8287,2189,10848,124
27167,6291,3245,3046,4863,1181,6237,54
27169,50725,25126,25599,41564,8331,49860,865
27171,134438,67939,66499,96617,16361,131869,2569
27173,9814,4984,4830,7553,1978,9613,201
28001,31266,16132,15134,24778,5716,30928,338
28003,37090,18218,18872,28436,6755,36432,658
28005,12412,6013,6399,9845,2826,12377,35
28007,18437,8718,9719,13769,3510,18095,342
28009,8232,4046,4186,6463,1430,7983,249
28011,31848,15012,16836,23932,4780,31700,148
28013,14499,6917,7582,11055,2663,14227,272
28015,10070,5082,4988,8132,2301,10003,67
28017,17193,8291,8902,12899,2894,16935,258
28019,8277,4158,4119,6462,1771,8234,43
28021,9089,4262,4827,7113,1452,9070,19
28023,15770,7373,8397,12239,3147,15678,92
28025,19640,9144,10496,15112,3507,19555,85
28027,23255,10743,12512,16900,3400,23089,166
28029,28501,13601,14900,21888,4794,28110,391
28031,18978,9253,9725,14272,3221,18870,108
28033,178975,86292,92683,132598,22631,175008,3967
28035,75224,35722,39502,57778,9996,73630,1594
28037,7733,3696,4037,5899,1489,7703,30
28039,23917,12034,11883,17576,3517,23614,303
28041,13645,8156,5489,10996,1828,13592,53
28043,21088,10047,11041,16070,3674,20948,140
28045,46961,22974,23987,37110,9264,45687,1274
28047,204502,100358,104144,155213,29585,198473,6029
28049,238797,111362,127435,180340,32557,237457,1340
28051,17737,8483,9254,13139,2576,17718,19
28053,8389,4011,4378,6140,1370,8389,0
28055,1361,841,520,1162,220,1361,0
28057,23462,11835,11627,18348,4060,23274,188
28059,142376,70281,72095,108782,22188,139023,3353
28061,16505,8035,8470,12758,3246,16416,89
28063,7225,3534,3691,5545,1110,7219,6
28065,11339,5421,5918,9055,2477,11279,60
28067,68352,33384,34968,51019,11223,67661,691
28069,9943,5059,4884,8062,1925,9938,5
28071,53590,25822,27768,43713,6505,52997,593
28073,61969,29581,32388,46408,8142,60870,1099
28075,76279,37112,39167,58232,12661,75721,558
28077,12633,6170,6463,9542,2213,12490,143
28079,22792,11746,11046,16722,3614,22689,103
28081,85072,40571,44501,63443,12372,84152,920
28083,29222,13623,15599,21086,4035,29132,90
28085,34320,16278,18042,26105,5736,34286,34
28087,59150,28141,31009,45141,9156,58358,792
28089,104562,49973,54589,78261,13407,103705,857
28091,24990,12102,12888,19234,4500,24932,58
28093,35599,17559,18040,28000,6043,35296,303
28095,35673,17002,18671,27570,6771,35478,195
28097,10068,4686,5382,7781,2088,9854,214
28099,29332,13988,15344,21228,4601,28855,477
28101,21360,10042,11318,15946,3443,21096,264
28103,10700,4993,5707,8019,1706,10642,58
28105,49512,24737,24775,40891,5462,48698,814
28107,34190,16482,17708,25619,5249,33402,788
28109,55219,27311,27908,42805,10164,54076,1143
28111,12006,5847,6159,9225,2068,11885,121
28113,39532,18741,20791,29132,6571,39263,269
28115,31618,15292,16326,23209,4641,31211,407
28117,25255,12146,13109,19537,4447,24326,929
28119,7187,3362,3825,5492,1194,7144,43
28121,152677,73629,79048,116861,22500,150746,1931
28123,28332,14052,14280,20801,4217,28133,199
28125,4404,2036,2368,3331,801,4404,0
28127,26888,12997,13891,20435,4614,26629,259
28129,16009,7824,8185,12192,3033,15943,66
28131,18276,9199,9077,14310,2933,17702,574
28133,26168,13867,12301,20185,3384,26083,85
28135,14158,7851,6307,11341,2064,14095,63
28137,28404,13676,14728,21831,4580,27662,742
28139,22018,10641,11377,16638,3449,21647,371
28141,19441,9544,9897,15211,3990,19254,187
28143,9988,4659,5329,7044,1174,9914,74
28145,28507,14012,14495,21349,4679,28031,476
28147,14477,7214,7263,11110,2766,14449,28
28149,46519,22208,24311,35338,7470,46081,438
28151,46057,21501,24556,34023,7097,45779,278
28153,20373,10074,10299,15345,3415,20212,161
28155,9768,4753,5015,7451,1751,9759,9
28157,8875,4870,4005,6977,1497,8813,62
28159,18229,8851,9378,14152,3638,18055,174
28161,12367,5982,6385,9573,2439,12275,92
28163,28565,16638,11927,22201,3639,28222,343
29001,25369,12321,13048,20641,3656,24726,643
29003,17503,8740,8763,13468,3279,17182,321
29005,5229,2597,2632,4219,1327,5206,23
29007,25644,11825,13819,19717,4442,24564,1080
29009,35530,17731,17799,27476,7183,34373,1157
29011,11797,5818,5979,8988,2372,11321,476
29013,16296,7993,8303,12440,3139,16087,209
29015,19107,9508,9599,15777,5793,18741,366
29017,12225,6068,6157,9562,2396,12071,154
29019,177651,86335,91316,141592,21080,170503,7148
29021,88460,44631,43829,68413,14014,85011,3449
29023,42656,20865,21791,32617,7902,41603,1053
29025,9039,4583,4456,6884,1749,8818,221
29027,44889,22886,22003,35375,7112,44061,828
29029,45466,22422,23044,37257,12582,44819,647
29031,78491,37976,40515,61681,12713,76442,2049
29033,8781,4334,4447,6787,1876,8637,144
29035,6147,3032,3115,4679,1207,6068,79
29037,103597,50618,52979,78383,17102,100997,2600
29039,14043,7041,7002,10653,3276,13657,386
29041,7483,3722,3761,5776,1777,7336,147
29043,85658,41886,43772,63779,13040,83579,2079
29045,6779,3435,3344,5232,1397,6706,73
29047,242516,118973,123543,183577,33537,232777,9739
29049,20500,10149,10351,15564,3583,20159,341
29051,76723,38674,38049,59479,12306,75091,1632
29053,17660,9280,8380,13828,3037,17015,645
29055,24154,11920,12234,18595,4633,23639,515
29057,7578,3846,3732,6005,1759,7419,159
29059,16617,8109,8508,12693,3407,16361,256
29061,8295,4170,4125,6164,1696,8198,97
29063,12526,7855,4671,10436,2083,12108,418
29065,15545,7771,7774,12007,3339,15088,457
29067,13306,6648,6658,10413,3181,13267,39
29069,30027,14368,15659,22342,5357,29411,616
29071,103191,51467,51724,79400,17415,101130,2061
29073,14711,7388,7323,11668,3285,14524,187
29075,6616,3199,3417,4977,1297,6553,63
29077,289756,140944,148812,229251,46663,280813,8943
29079,9992,4902,5090,7664,2172,9775,217
29081,8491,4215,4276,6408,1896,8373,118
29083,21735,10708,11027,16931,4646,21268,467
29085,9404,4623,4781,7804,3152,9257,147
29087,4432,2187,2245,3529,1105,4411,21
29089,10058,5096,4962,7842,1857,9971,87
29091,40104,19571,20533,30504,7851,39467,637
29093,10164,5004,5160,8051,2230,9926,238
29095,696216,336640,359576,531172,101918,673455,22761
29097,119920,58563,61357,89855,18208,115703,4217
29099,223951,111162,112789,171539,32490,219940,4011
29101,53682,27503,26179,42130,6581,51721,1961
29103,3947,1977,1970,3004,847,3871,76
29105,35531,17431,18100,26839,6221,34588,943
29107,32597,16270,16327,25090,6011,31934,663
29109,38204,18918,19286,28513,6818,37425,779
29111,9955,5044,4911,7720,1830,9775,180
29113,56477,28056,28421,42058,7499,55276,1201
29115,12113,5885,6228,9237,2487,11899,214
29117,15126,6740,8386,11808,3005,14802,324
29119,22782,11656,11126,17000,3480,22156,626
29121,15199,7633,7566,11592,3343,14874,325
29123,12179,5948,6231,9396,2286,12000,179
29125,8803,4447,4356,7030,1875,8725,78
29127,28608,13856,14752,21784,4973,27691,917
29129,3644,1817,1827,2756,770,3608,36
29131,25201,12466,12735,19210,4743,24887,314
29133,13574,7427,6147,10716,2388,13442,132
29135,16046,8517,7529,12094,2501,15943,103
29137,8629,4376,4253,6780,1967,8548,81
29139,11487,5724,5763,8924,2348,11226,261
29141,20271,9959,10312,15638,4736,19900,371
29143,17560,8388,9172,13457,3255,17094,466
29145,58180,28812,29368,44203,10322,56236,1944
29147,22359,11102,11257,18788,3316,22034,325
29149,10647,5268,5379,8226,2465,10445,202
29151,13615,7034,6581,10470,2339,13561,54
29153,9207,4489,4718,7379,2521,8989,218
29155,16663,7817,8846,12328,2757,16365,298
29157,19191,9499,9692,14641,3486,19070,121
29159,42355,21063,21292,31831,6943,41438,917
29161,44630,23373,21257,35220,7039,43553,1077
29163,18455,10117,8338,14413,3141,18045,410
29165,100682,49730,50952,76733,14383,97014,3668
29167,31748,15532,16216,24410,5667,31167,581
29169,52425,29924,22501,40903,4375,49296,3129
29171,4781,2403,2378,3669,1145,4632,149
29173,10234,5196,5038,8052,2141,10141,93
29175,24878,12987,11891,19427,4085,24301,577
29177,22875,11276,11599,17659,4108,22421,454
29179,6290,3290,3000,5041,1425,6128,162
29181,13567,6749,6818,10451,2792,13365,202
29183,394290,193719,200571,301339,58034,384143,10147
29185,9370,4655,4715,7542,2546,9157,213
29186,17848,9050,8798,13965,3385,17736,112
29187,66643,35826,30817,52647,10796,65628,1015
29189,996919,472970,523949,776555,176150,972439,24480
29195,22976,11569,11407,17665,4144,22301,675
29197,4555,2237,2318,3358,877,4456,99
29199,4902,2426,2476,3488,898,4871,31
29201,38633,18685,19948,29420,6885,37930,703
29203,8217,4016,4201,6414,1726,7890,327
29205,6013,3025,2988,4558,1236,5930,83
29207,29377,14277,15100,22811,5776,28952,425
29209,31615,15430,16185,26340,9591,31093,522
29211,6247,3073,3174,4854,1252,6125,122
29213,55114,26630,28484,43406,11729,53902,1212
29215,25604,13364,12240,20069,5249,25040,564
29217,20595,10066,10529,15601,3859,20104,491
29219,34453,17144,17309,26240,6070,33746,707
29221,24860,12778,12082,19189,4035,24399,461
29223,13195,6442,6753,10364,3049,12885,310
29225,38655,19784,18871,28218,5994,37944,711
29227,2027,976,1051,1617,500,1997,30
29229,18203,8910,9293,13569,3537,17919,284
29510,308174,149175,158999,248355,40476,300762,7412
30001,9415,4682,4733,7761,2010,9165,250
30003,13387,6680,6707,8846,1625,12817,570
30005,6719,3350,3369,4712,1013,6583,136
30007,5945,3035,2910,4788,1392,5783,162
30009,10597,5372,5225,8719,2648,10479,118
30011,1331,683,648,1044,301,1300,31
30013,81625,41235,40390,63280,14950,78070,3555
30015,5732,2819,2913,4376,1146,5605,127
30017,11729,5850,5879,9154,2243,11303,426
30019,1730,925,805,1336,423,1724,6
30021,9017,4759,4258,7105,1674,8873,144
30023,9106,4796,4310,7656,2075,8814,292
30025,2921,1467,1454,2194,521,2868,53
30027,11221,5742,5479,8875,2605,11100,121
30029,99899,49898,50001,77877,18683,97649,2250
30031,108063,56112,51951,86415,13215,105350,2713
30033,1036,552,484,824,239,1036,0
30035,13732,6767,6965,9396,1621,13489,243
30037,728,370,358,623,185,701,27
30039,3311,1708,1603,2686,965,3205,106
30041,16436,8307,8129,11890,2391,15745,691
30043,11917,6027,5890,9405,2448,11518,399
30045,1954,1064,890,1555,443,1900,54
30047,30013,14899,15114,22854,6423,27754,2259
30049,67805,33580,34225,53190,12193,65770,2035
30051,2351,1115,1236,1818,590,2340,11
30053,19537,9711,9826,15979,5418,19085,452
30055,1790,902,888,1369,449,1790,0
30057,8302,4294,4008,7029,2402,8062,240
30059,1888,974,914,1525,453,1867,21
30061,4251,2177,2074,3467,1193,4132,119
30063,117309,58730,58579,95044,17653,113228,4081
30065,4766,2379,2387,3820,1235,4657,109
30067,16352,8141,8211,13473,3566,15940,412
30069,453,235,218,362,101,453,0
30071,4077,2089,1988,3125,911,3857,220
30073,5994,2974,3020,4523,1198,5891,103
30075,1607,811,796,1346,440,1544,63
30077,6854,4294,2560,5824,1371,6624,230
30079,1252,643,609,967,350,1252,0
30081,42512,21114,21398,34287,10674,41510,1002
30083,11199,5709,5490,8366,1648,10791,408
30085,11175,5502,5673,7429,1240,10595,580
30087,9152,4567,4585,6537,1354,8936,216
30089,11681,5995,5686,9600,3506,11323,358
30091,3483,1747,1736,2775,807,3343,140
30093,34770,17613,17157,27753,6519,34124,646
30095,9466,4713,4753,7360,2079,9277,189
30097,3670,1840,1830,2976,1110,3580,90
30099,6086,2973,3113,4618,1380,5904,182
30101,4892,2720,2172,3961,825,4814,78
30103,668,328,340,562,192,662,6
30105,7471,3700,3771,5825,1658,7207,264
30107,2142,1032,1110,1604,432,2104,38
30109,1122,524,598,821,250,1122,0
30111,159008,78348,80660,121557,26275,153873,5135
31001,31587,15846,15741,24076,5596,30963,624
31003,6341,3186,3155,4850,1455,6317,24
31005,427,203,224,308,107,414,13
31007,722,350,372,559,155,706,16
31009,477,243,234,373,132,477,0
31011,5279,2611,2668,4051,1173,5252,27
31013,10970,5505,5465,8176,1884,10725,245
31015,1937,963,974,1543,584,1908,29
31017,3015,1462,1553,2415,814,2961,54
31019,49209,24601,24608,37660,6863,48241,968
31021,6510,3177,3333,5048,1540,6432,78
31023,8029,4003,4026,6127,1642,7909,120
31025,25888,13070,12818,19656,4396,25370,518
31027,8498,4327,4171,6342,1806,8445,53
31029,3783,1833,1950,2909,829,3770,13
31031,5779,2940,2839,4437,1195,5417,362
31033,9604,4759,4845,7348,1779,9358,246
31035,6203,3159,3044,4668,1236,6096,107
31037,10714,5936,4778,7523,1348,10496,218
31039,8952,4487,4465,6750,1944,8838,114
31041,10826,5377,5449,8275,2368,10684,142
31043,20173,10125,10048,14306,2706,19588,585
31045,8810,4266,4544,7234,1610,8685,125
31047,23733,12279,11454,17235,3696,23497,236
31049,1831,875,956,1472,430,1792,39
31051,5719,2909,2810,4292,1142,5661,58
31053,36665,18022,18643,27878,6977,36013,652
31055,560617,276459,284158,416343,70894,542746,17871
31057,1913,977,936,1455,412,1906,7
31059,5547,2748,2799,4432,1280,5482,65
31061,2987,1473,1514,2430,809,2952,35
31063,2640,1349,1291,2122,668,2595,45
31065,4747,2347,2400,3689,1162,4651,96
31067,21594,10854,10740,16711,4429,21356,238
31069,1864,942,922,1489,516,1858,6
31071,2001,1005,996,1604,571,2001,0
31073,2013,1039,974,1661,526,1987,26
31075,722,387,335,550,152,712,10
31077,2382,1172,1210,1822,602,2365,17
31079,61265,30884,30381,44464,8938,60145,1120
31081,9215,4575,4640,7031,1798,9071,144
31083,3415,1733,1682,2588,845,3357,58
31085,893,464,429,703,166,893,0
31087,2815,1400,1415,2171,712,2808,7
31089,10177,5128,5049,7697,2193,10091,86
31091,693,324,369,578,226,693,0
31093,6417,3257,3160,4864,1354,6317,100
31095,7144,3473,3671,5580,1686,7030,114
31097,5161,3071,2090,4200,939,5106,55
31099,6529,3236,3293,4893,1239,6431,98
31101,8068,4130,3938,6444,2155,8019,49
31103,760,366,394,561,183,750,10
31105,3633,1816,1817,2852,893,3485,148
31107,8426,4177,4249,6392,2061,8235,191
31109,313158,157231,155927,241484,42177,301920,11238
31111,35263,17300,17963,26909,6661,34709,554
31113,927,503,424,671,186,925,2
31115,605,313,292,512,148,605,0
31117,395,204,191,334,118,395,0
31119,35080,17447,17633,26264,5452,34621,459
31121,7798,3916,3882,6061,1617,7618,180
31123,4781,2426,2355,3648,962,4692,89
31125,3544,1779,1765,2761,723,3541,3
31127,6973,3486,3487,5507,1377,6923,50
31129,4244,2114,2130,3357,1131,4218,26
31131,15949,7817,8132,12122,3054,15484,465
31133,2649,1262,1387,2096,738,2562,87
31135,2901,1500,1401,2181,667,2886,15
31137,9100,4562,4538,6946,1821,8907,193
31139,7144,3555,3589,5354,1350,7018,126
31141,33174,16998,16176,24475,5734,32795,379
31143,5225,2546,2679,4026,1139,5155,70
31145,10768,5346,5422,8311,2155,10495,273
31147,7961,3973,3988,6260,1919,7721,240
31149,1414,736,678,1148,355,1414,0
31151,14270,7263,7007,10728,2058,13867,403
31153,181232,90695,90537,131250,20619,174903,6329
31155,21165,10692,10473,16018,3871,20908,257
31157,36074,17450,18624,27101,6749,35201,873
