FIPS,Total,Male,Female,Eighteen_Years_Plus,SixFive_Years_Plus,One_Race,Two_Plus_Races
31159,17171,8746,8425,13166,2912,16842,329
31161,5231,2535,2696,4068,1323,4959,272
31163,3033,1531,1502,2404,811,3006,27
31165,1219,587,632,965,270,1181,38
31167,5957,2984,2973,4460,1045,5915,42
31169,5057,2542,2515,3904,1283,4964,93
31171,645,289,356,518,137,619,26
31173,7181,3566,3615,4601,857,7048,133
31175,4206,2048,2158,3268,1067,4167,39
31177,20361,10058,10303,15358,3631,20042,319
31179,9332,4742,4590,7451,1447,9141,191
31181,3537,1787,1750,2731,792,3447,90
31183,783,413,370,626,187,781,2
31185,13745,6708,7037,10583,2710,13533,212
32001,24259,12284,11975,18723,4530,23179,1080
32003,2182004,1089228,1092776,1671551,315486,2065232,116772
32005,48132,24169,23963,39961,13191,46770,1362
32007,52297,27216,25081,37965,5743,51670,627
32009,969,425,544,808,276,968,1
32011,1859,939,920,1431,335,1859,0
32013,16828,8680,8148,12267,2259,16491,337
32015,5643,3091,2552,4122,798,5545,98
32017,5180,2790,2390,4245,1134,5141,39
32019,54380,27450,26930,42614,11372,52183,2197
32021,4460,2216,2244,3633,1359,4324,136
32023,44380,22543,21837,36784,13173,42798,1582
32027,6615,4243,2372,5505,1036,6306,309
32029,3988,2108,1880,3273,1142,3621,367
32031,456936,230091,226845,357214,72890,436939,19997
32033,9679,5688,3991,7690,1600,9575,104
32510,54773,28133,26640,43554,10857,53373,1400
33001,60887,30002,30885,49488,13037,59957,930
33003,48138,23882,24256,40372,12981,47413,725
33005,76042,37138,38904,62353,14719,74405,1637
33007,31741,16723,15018,26495,7320,31067,674
33009,89777,44210,45567,75064,17964,87792,1985
33011,413035,205394,207641,327471,62902,402643,10392
33013,149917,73860,76057,120868,26316,147309,2608
33015,306359,151844,154515,246157,52770,301127,5232
33017,129124,63204,65920,104952,18838,125752,3372
33019,43104,21432,21672,34940,8948,42378,726
34001,266105,128791,137314,209020,46657,256431,9674
34003,930390,451161,479229,732136,158415,905634,24756
34005,445702,219200,226502,351833,74168,428554,17148
34007,506738,244647,262091,390880,77791,490674,16064
34009,93086,45495,47591,76695,24059,91249,1837
34011,151906,77686,74220,115733,22676,145675,6231
34013,795404,382523,412881,606038,106918,774012,21392
34015,291165,141404,149761,226759,44794,281829,9336
34017,670046,333123,336923,532464,78647,644919,25127
34019,124823,62104,62719,100018,22295,122908,1915
34021,367922,179846,188076,289218,54941,360071,7851
34023,825920,407170,418750,645442,121213,801587,24333
34025,621659,302256,319403,488518,106602,609122,12537
34027,493379,242146,251233,387834,82479,482279,11100
34029,596415,287757,308658,453916,133880,586187,10228
34031,503637,245332,258305,383156,71897,490028,13609
34033,62990,30823,32167,49345,11537,60938,2052
34035,329838,161195,168643,256548,50390,322224,7614
34037,141483,70411,71072,113045,23663,138982,2501
34039,554033,270127,283906,423700,78625,538330,15703
34041,105862,51835,54027,84684,18638,103325,2537
35001,677858,332204,345654,528299,106928,649348,28510
35003,3526,1944,1582,2986,1306,3526,0
35005,65144,32537,32607,47705,10100,63585,1559
35006,26891,13612,13279,20521,4197,26033,858
35007,12168,6256,5912,9924,3286,11655,513
35009,49732,25956,23776,36526,6091,47010,2722
35011,2040,1043,997,1343,401,1865,175
35013,216069,106056,110013,162455,33040,211997,4072
35015,57732,29137,28595,42410,8254,56892,840
35017,27669,13652,14017,22091,7347,27241,428
35019,4353,2556,1797,3522,949,4222,131
35021,441,242,199,380,172,425,16
35023,4297,2130,2167,3348,910,4242,55
35025,70277,36269,34008,49136,7770,69058,1219
35027,19461,9554,9907,15880,5475,19236,225
35028,18625,9463,9162,14379,3260,17687,938
35029,24083,12026,12057,17721,4939,23779,304
35031,72438,34986,37452,51456,8610,69746,2692
35033,4536,2201,2335,4010,1379,4506,30
35035,66137,34214,31923,50691,11248,63860,2277
35037,8326,3976,4350,6438,2021,8220,106
35039,39159,18819,20340,29948,7306,38344,815
35041,18888,9401,9487,14282,2622,17946,942
35043,142704,69943,72761,109069,24400,137089,5615
35045,126515,62677,63838,92485,18029,122664,3851
35047,27738,13825,13913,22457,5712,26827,911
35049,149293,72380,76913,121803,34538,145184,4109
35051,11031,5463,5568,9288,3921,10744,287
35053,16858,8815,8043,13015,3178,16462,396
35055,32786,16137,16649,26871,8280,32043,743
35057,15519,8251,7268,12243,3120,15297,222
35059,4133,2221,1912,3297,816,3959,174
35061,76027,38244,37783,57999,13082,73498,2529
36001,306968,148624,158344,250068,50691,294181,12787
36003,46688,23678,23010,37247,8596,46151,537
36005,1435068,676437,758631,1076664,179661,1379200,55868
36007,193188,95077,98111,155560,36107,186896,6292
36009,77121,38322,38799,59937,14427,75540,1581
36011,77425,39757,37668,62031,14212,75515,1910
36013,128496,63355,65141,102176,25157,125911,2585
36015,84895,42056,42839,66568,15614,82097,2798
36017,47909,24003,23906,37958,9677,47106,803
36019,80583,41257,39326,66055,13218,79460,1123
36021,60371,30178,30193,49720,13936,58713,1658
36023,47865,23443,24422,38698,7668,46944,921
36025,44995,22703,22292,37309,10788,44163,832
36027,293754,146061,147693,237558,50176,283440,10314
36029,919355,444825,474530,731783,161744,897216,22139
36031,37459,19504,17955,31305,8525,36691,768
36033,50477,27483,22994,40417,8365,49646,831
36035,53646,26800,26846,42710,10211,52836,810
36037,57808,28941,28867,46051,10593,56272,1536
36039,47424,24796,22628,39515,10262,46529,895
36041,4515,2264,2251,3890,1366,4453,62
36043,62057,30721,31336,49187,12483,61079,978
36045,112842,59266,53576,85560,14923,108501,4341
36047,2589974,1227099,1362875,1995328,352294,2508188,81786
36049,26572,13307,13265,20445,4755,26322,250
36051,63591,31998,31593,52201,10929,62526,1065
36053,71205,35171,36034,57390,12550,69993,1212
36055,743341,358722,384619,587409,125344,721735,21606
36057,49302,24255,25047,37996,9020,47915,1387
36059,1356509,660093,696416,1062767,236983,1315403,41106
36061,1631993,772614,859379,1397057,264356,1557325,74668
36063,210820,102775,108045,168296,39217,204822,5998
36065,229959,114666,115293,181034,42275,223169,6790
36067,462872,223287,239585,363789,76833,446001,16871
36069,109511,53619,55892,87192,21207,107647,1864
36071,380085,190453,189632,282793,51951,366608,13477
36073,40904,20443,20461,32850,7098,39911,993
36075,118339,59267,59072,93217,18668,116161,2178
36077,59972,28923,31049,50269,12333,58681,1291
36079,98787,49221,49566,78919,16504,96731,2056
36081,2287388,1109772,1177616,1825065,350514,2204624,82764
36083,159185,78848,80337,128104,26307,153468,5717
36085,474893,230060,244833,370655,75442,464031,10862
36087,324422,159114,165308,233530,50411,315728,8694
36089,108913,55356,53557,86740,18398,106854,2059
36091,228502,113004,115498,182013,40191,224225,4277
36093,154859,75505,79354,121385,26055,147470,7389
36095,31222,15500,15722,25679,6553,30795,427
36097,17920,8965,8955,14470,3727,17653,267
36099,34390,17957,16433,27511,6413,33847,543
36101,96422,48131,48291,75516,18251,94957,1465
36103,1483832,730427,753405,1165619,244871,1450003,33829
36105,75116,38485,36631,59174,13928,71683,3433
36107,48686,24144,24542,38415,9604,47939,747
36109,102642,50677,51965,87374,14295,98129,4513
36111,178665,88488,90177,146740,34254,171189,7476
36113,64276,31642,32634,52468,13887,63319,957
36115,61616,31902,29714,49880,11620,60747,869
36117,90519,44902,45617,71029,16631,88604,1915
36119,968890,469169,499721,753789,162211,938922,29968
36121,40305,21537,18768,32289,6996,39490,815
36123,25011,11952,13059,19456,5030,24707,304
37001,163324,77542,85782,126786,27165,159407,3917
37003,37213,18940,18273,29645,7248,36704,509
37005,11008,5404,5604,9090,2917,10950,58
37007,24902,13056,11846,20071,4461,24535,367
37009,26863,13207,13656,22007,6634,26456,407
37011,17506,9616,7890,14926,3803,17334,172
37013,47168,22529,24639,37560,11013,46332,836
37015,19380,9689,9691,15986,4244,19209,171
37017,33407,16030,17377,26416,7028,33088,319
37019,131815,63419,68396,111188,40223,128610,3205
37021,256886,123240,133646,208730,49925,251856,5030
37023,89968,44804,45164,72924,17703,88341,1627
37025,206615,100729,105886,153305,26889,201095,5520
37027,81884,40432,41452,65194,15832,80243,1641
37029,10551,5587,4964,8158,1847,10420,131
37031,69070,33874,35196,56799,16743,67176,1894
37033,22684,11395,11289,18415,4695,22392,292
37035,157613,77099,80514,122363,27535,154068,3545
37037,71338,34010,37328,56749,17129,69176,2162
37039,27969,13716,14253,23224,8097,27355,614
37041,14097,6575,7522,11185,3415,13968,129
37043,10946,5213,5733,9030,3298,10898,48
37045,97282,47012,50270,75870,17692,96045,1237
37047,56068,27857,28211,44107,10936,55169,899
37049,102491,51769,50722,80154,19177,100170,2321
37051,332861,165585,167276,250553,38522,313079,19782
37053,26363,13103,13260,20526,4177,25739,624
37055,36222,18110,18112,29241,7499,35560,662
37057,165381,80791,84590,128727,29483,162377,3004
37059,42257,20485,21772,33242,8555,41032,1225
37061,58967,28715,30252,44648,10580,57824,1143
37063,311848,149039,162809,246027,39266,302307,9541
37065,52648,24421,28227,40636,9985,51841,807
37067,375195,177935,197260,288157,58469,365976,9219
37069,66362,32942,33420,51646,10908,64507,1855
37071,219271,105755,113516,169463,34717,213654,5617
37073,11548,5641,5907,9187,2283,11345,203
37075,8509,4136,4373,6760,1971,8423,86
37077,59328,30241,29087,47027,9858,56728,2600
37079,21033,11674,9359,16720,3316,20359,674
37081,527868,249974,277894,409724,78210,513425,14443
37083,51190,24757,26433,40179,10301,50189,1001
37085,132283,65571,66712,97382,16089,127408,4875
37087,61053,29481,31572,49904,14865,60145,908
37089,114913,55243,59670,92852,29232,113041,1872
37091,24012,11901,12111,19449,4653,23416,596
37093,53957,26783,27174,39046,5193,51337,2620
37095,5213,2745,2468,4122,1012,5161,52
37097,175538,86425,89113,134877,27300,171671,3867
37099,42938,20985,21953,35728,8270,41423,1515
37101,196870,96841,100029,146366,25598,191606,5264
37103,9594,4750,4844,7781,2191,9427,167
37105,60481,29309,31172,45730,9745,59535,946
37107,56756,27219,29537,43975,11084,54605,2151
37109,82919,41244,41675,65155,14101,81113,1806
37111,45227,22752,22475,35969,8991,44611,616
37113,34813,16864,17949,28419,9869,34593,220
37115,21499,10526,10973,17575,4683,21163,336
37117,22849,10777,12072,18161,5097,22592,257
37119,1074475,516517,557958,818217,117292,1044616,29859
37121,15004,7476,7528,12194,3658,14641,363
37123,27252,13345,13907,21150,5376,26611,641
37125,97294,46871,50423,76527,23178,95549,1745
37127,94030,45074,48956,73148,16727,91256,2774
37129,227938,108794,119144,185263,39260,222846,5092
37131,19946,9699,10247,16409,5000,19473,473
37133,195069,107985,87084,147439,17455,181462,13607
37135,144836,69204,75632,116319,19403,140940,3896
37137,12701,6464,6237,10772,3700,12283,418
37139,39514,19268,20246,30703,6518,38253,1261
37141,60399,29972,30427,46925,10712,58717,1682
37143,13430,6533,6897,10892,3637,13294,136
37145,39345,19087,20258,31010,7457,38224,1121
37147,178433,83978,94455,140020,22859,173767,4666
37149,20557,9719,10838,17183,6203,20384,173
37151,143118,70546,72572,110427,24842,140006,3112
37153,44997,22048,22949,34740,7847,44138,859
37155,132596,63995,68601,99191,19512,129827,2769
37157,91077,43801,47276,72421,18113,88905,2172
37159,140296,69468,70828,108856,24122,136898,3398
37161,66599,32365,34234,52805,14083,65291,1308
37163,63385,31127,32258,47829,11045,61679,1706
37165,35076,17293,17783,27030,6109,34258,818
37167,61588,30696,30892,48199,11535,60455,1133
37169,45781,22256,23525,36967,9299,45149,632
37171,71971,34908,37063,56577,14476,71009,962
37173,14260,6966,7294,10974,2704,13666,594
37175,33775,16252,17523,28369,10112,33316,459
37177,4095,2356,1739,3525,819,4013,82
37179,231053,113824,117229,168085,28502,225757,5296
37181,44479,20751,23728,33865,7950,43408,1071
37183,1069079,519794,549285,810604,120379,1037542,31537
37185,19898,9884,10014,16254,4888,19440,458
37187,11922,5591,6331,9504,2814,11394,528
37189,54925,27313,27612,47773,8507,54132,793
37191,123603,60358,63245,94191,19768,119689,3914
37193,68469,33733,34736,54375,14368,67243,1226
37195,81435,38537,42898,62603,14229,79407,2028
37197,37602,18625,18977,29632,7343,36946,656
37199,17760,8701,9059,14459,4490,17507,253
38001,2311,1106,1205,1798,563,2302,9
38003,10706,5325,5381,8682,2342,10600,106
38005,6873,3522,3351,4485,914,6619,254
38007,922,516,406,725,197,911,11
38009,6502,3393,3109,5122,1490,6398,104
38011,3148,1561,1587,2378,647,3107,41
38013,2182,1187,995,1587,369,2146,36
38015,94793,47528,47265,72819,14807,93051,1742
38017,176975,89658,87317,137360,20551,171849,5126
38019,3803,1948,1855,2990,1030,3734,69
38021,4938,2473,2465,3782,1008,4908,30
38023,2335,1111,1224,1874,620,2303,32
38025,4395,2301,2094,3342,732,4326,69
38027,2301,1110,1191,1806,573,2219,82
38029,3310,1684,1626,2678,975,3226,84
38031,3260,1599,1661,2563,734,3197,63
38033,1845,909,936,1435,382,1757,88
38035,70224,36394,33830,55640,8630,68497,1727
38037,2353,1204,1149,1866,684,2320,33
38039,2409,1219,1190,1899,715,2359,50
38041,2547,1206,1341,2029,619,2468,79
38043,2466,1320,1146,1938,525,2458,8
38045,4125,2132,1993,3254,1057,4066,59
38047,1872,974,898,1492,524,1841,31
38049,5878,3004,2874,4481,1186,5822,56
38051,2597,1311,1286,2146,811,2580,17
38053,13334,7266,6068,9122,1157,12999,335
38055,9584,4964,4620,7519,2194,9462,122
38057,8462,4326,4136,6551,1550,8436,26
38059,30868,15564,15304,24156,4935,30208,660
38061,10321,5558,4763,7532,1167,10051,270
38063,2894,1465,1429,2363,790,2865,29
38065,1842,944,898,1357,432,1732,110
38067,6947,3631,3316,5510,1563,6810,137
38069,4126,2043,2083,3246,982,4066,60
38071,11583,5908,5675,8891,2222,11176,407
38073,5314,2633,2681,4214,1137,5223,91
38075,2442,1238,1204,1836,425,2392,50
38077,16254,8507,7747,12767,2805,15807,447
38079,14511,7188,7323,9606,1638,14149,362
38081,3872,2059,1813,3108,858,3792,80
38083,1409,718,691,1178,418,1403,6
38085,4373,2180,2193,2801,343,4271,102
38087,742,362,380,594,197,733,9
38089,31081,15927,15154,23040,4039,30224,857
38091,1744,918,826,1402,406,1727,17
38093,20965,10714,10251,16769,3962,20399,566
38095,2224,1205,1019,1727,502,2167,57
38097,8008,4085,3923,6227,1550,7862,146
38099,10751,5512,5239,8299,2248,10605,146
38101,68812,35715,33097,52534,8416,65968,2844
38103,3976,1980,1996,3125,1057,3916,60
38105,35208,19250,15958,25328,3205,33598,1610
39001,27776,13824,13952,21085,4856,27635,141
39003,103175,52045,51130,79244,17747,99576,3599
39005,53536,26144,27392,41384,9819,52689,847
39007,97830,49211,48619,76153,18132,95443,2387
39009,65917,32827,33090,56231,8281,64125,1792
39011,45729,22693,23036,34668,8186,45148,581
39013,68024,34882,33142,55129,13830,66833,1191
39015,43572,21681,21891,33558,7900,42999,573
39017,380019,186236,193783,290232,54607,369192,10827
39019,27332,13743,13589,21625,5686,27237,95
39021,38845,19360,19485,30124,7031,37887,958
39023,134726,65237,69489,104308,25635,129688,5038
39025,204275,100551,103724,156677,32161,200517,3758
39027,41957,20750,21207,32158,6951,40814,1143
39029,103190,52098,51092,82003,20467,101044,2146
39031,36585,18120,18465,27962,6948,36074,511
39033,41821,20562,21259,32679,8536,41217,604
39035,1247451,594606,652845,986297,221367,1208668,38783
39037,51513,25458,26055,39209,9861,51039,474
39039,38160,19028,19132,29366,6945,36896,1264
39041,201135,99700,101435,147438,26487,195910,5225
39043,74780,36673,38107,59482,15930,72451,2329
39045,154457,76903,77554,117231,23759,149790,4667
39047,28620,13972,14648,21851,4959,27994,626
39049,1290360,629722,660638,988680,151411,1240703,49657
39051,42253,20888,21365,32215,7297,41237,1016
39053,30088,14826,15262,23167,5566,29446,642
39055,93843,46444,47399,72110,18581,92866,977
39057,166502,81988,84514,132135,27917,160626,5876
39059,39111,19534,19577,30429,7453,38174,937
39061,813589,392738,420851,625690,122451,786926,26663
39063,75837,37499,38338,58900,12623,73867,1970
39065,31425,15568,15857,24147,4898,30808,617
39067,15211,7489,7722,12014,3186,15036,175
39069,27208,13387,13821,20812,4900,26599,609
39071,43016,21048,21968,32708,7723,42183,833
39073,28390,13914,14476,22118,5261,27875,515
39075,43901,21904,21997,29963,5859,43440,461
39077,58339,28847,29492,44148,9746,57237,1102
39079,32450,15723,16727,24621,5444,31692,758
39081,66371,32276,34095,53539,13950,64780,1591
39083,61481,29878,31603,47450,10906,60412,1069
39085,229954,112407,117547,183390,44784,224620,5334
39087,60184,29384,30800,46962,11076,59142,1042
39089,173750,85151,88599,133301,27997,168713,5037
39091,45316,22395,22921,34716,7953,44292,1024
39093,307670,151471,156199,239317,54669,296501,11169
39095,431102,208922,222180,331608,68235,411473,19629
39097,44135,23954,20181,35062,6714,42847,1288
39099,229961,112279,117682,183567,46942,222621,7340
39101,65299,34643,30656,51552,11266,63227,2072
39103,177980,88299,89681,137718,30807,175327,2653
39105,23078,11549,11529,18096,4449,22727,351
39107,40884,20670,20214,30361,7074,40592,292
39109,105371,52106,53265,80975,19352,102570,2801
39111,13942,6931,7011,11023,3243,13813,129
39113,531670,255887,275783,413674,93724,512977,18693
39115,14640,7320,7320,11547,3037,14303,337
39117,35043,17570,17473,26908,5809,34320,723
39119,86131,41716,44415,66413,15037,82846,3285
39121,14416,8631,5785,11750,3845,14295,121
39123,40632,20162,20470,33008,9926,40072,560
39125,18809,9413,9396,14351,3414,18415,394
39127,36022,18001,18021,27492,5846,35381,641
39129,57762,30389,27373,45246,8951,56677,1085
39131,28000,13818,14182,21499,4915,27402,598
39133,162511,79755,82756,131817,25831,158112,4399
39135,41093,20388,20705,31816,7693,40331,762
39137,33911,16944,16967,25255,5722,33473,438
39139,121100,61468,59632,94838,23231,117481,3619
39141,76948,40332,36616,60407,12389,74391,2557
39143,59029,29301,29728,45635,10897,57364,1665
39145,76040,37322,38718,59450,13526,74594,1446
39147,55351,27623,27728,43163,9675,54390,961
39149,48749,24594,24155,36493,7799,47944,805
39151,372404,181002,191402,291983,70739,360891,11513
39153,541334,262595,278739,427089,94602,525443,15891
39155,200367,97661,102706,159039,42123,195419,4948
39157,92335,45476,46859,71235,17754,90509,1826
39159,56707,27323,29384,42718,6799,55877,830
39161,28261,13936,14325,21641,5230,27893,368
39163,13083,6597,6486,10124,2226,12780,303
39165,229132,115491,113641,171943,32035,224896,4236
39167,60426,29883,30543,48538,12376,59500,926
39169,116099,57717,58382,87784,20111,114019,2080
39171,36816,18267,18549,28457,6799,36118,698
39173,130150,64210,65940,103559,19289,126875,3275
39175,22000,10835,11165,16927,4130,21745,255
40001,22220,11053,11167,16220,3388,19984,2236
40003,5847,3531,2316,4724,1121,5458,389
40005,13823,7289,6534,10720,2588,12169,1654
40007,5377,2703,2674,3970,1006,5252,125
40009,22268,12115,10153,16704,3010,21343,925
40011,9556,5091,4465,7591,1730,9024,532
40013,46457,22558,23899,35541,8204,43226,3231
40015,29242,15363,13879,21877,4768,26993,2249
40017,140455,69761,70694,103721,18125,131755,8700
40019,48319,23642,24677,36160,7929,44144,4175
40021,48664,23831,24833,37825,7938,43319,5345
40023,14807,7094,7713,11212,3005,13433,1374
40025,2174,1065,1109,1617,529,2169,5
40027,279274,139416,139858,218673,36272,259083,20191
40029,5581,2813,2768,4207,1149,4598,983
40031,121762,63105,58657,92882,14910,109762,12000
40033,5858,2962,2896,4521,1138,5467,391
40035,14390,7352,7038,11216,2819,13256,1134
40037,71427,35298,36129,54365,12430,67149,4278
40039,29152,14290,14862,21788,3913,26877,2275
40041,42433,20908,21525,33743,10348,38344,4089
40043,4922,2435,2487,3571,916,4638,284
40045,4015,1930,2085,3084,904,3861,154
40047,61898,30940,30958,46324,9861,58525,3373
40049,27835,13796,14039,20841,4931,25564,2271
40051,55071,27629,27442,41773,8746,51908,3163
40053,4397,2212,2185,3323,928,4196,201
40055,5861,3431,2430,4670,1025,5422,439
40057,2710,1327,1383,2054,508,2516,194
40059,3760,1856,1904,2785,704,3692,68
40061,12687,6285,6402,9628,2515,10735,1952
40063,13372,7120,6252,10419,2515,12671,701
40065,25063,12558,12505,18700,3717,23304,1759
40067,6158,3102,3056,4658,1235,5861,297
40069,11064,5452,5612,8447,2115,9087,1977
40071,44402,22077,22325,33310,8370,41110,3292
40073,15694,7865,7829,11453,2445,15151,543
40075,8886,4440,4446,6779,1729,8286,600
40077,10348,5260,5088,8110,2187,9293,1055
40079,50026,25079,24947,37850,8772,45664,4362
40081,34895,17381,17514,26418,6255,33092,1803
40083,46683,23132,23551,35809,7032,44563,2120
40085,10063,5024,5039,7577,1946,9532,531
40087,39247,19461,19786,29170,5969,36828,2419
40089,33016,16326,16690,24610,5842,29342,3674
40091,19725,9749,9976,15751,4965,17551,2174
40093,7692,3804,3888,5714,1517,7440,252
40095,16505,8173,8332,12652,3673,14971,1534
40097,41044,20458,20586,31360,7464,35388,5656
40099,13946,7021,6925,10691,2674,12524,1422
40101,68736,33515,35221,51910,11297,62070,6666
40103,11335,5601,5734,8569,2135,10385,950
40105,10322,5091,5231,7948,1978,8998,1324
40107,12067,6487,5580,9286,2115,10393,1674
40109,787216,385353,401863,585760,105127,735724,51492
40111,38749,19163,19586,29529,7051,34132,4617
40113,47226,23662,23564,36783,9104,42628,4598
40115,31454,15456,15998,23605,5662,28416,3038
40117,16412,8225,8187,12509,3093,15037,1375
40119,81815,41976,39839,66162,10062,76718,5097
40121,44146,22433,21713,34332,8607,36638,7508
40123,38355,18832,19523,29356,6272,32976,5379
40125,72154,34523,37631,54902,11548,68802,3352
40127,11128,5436,5692,8659,2513,9932,1196
40129,3667,1800,1867,2730,740,3538,129
40131,91353,45473,45880,69644,14557,83076,8277
40133,24832,12172,12660,18615,4393,23402,1430
40135,41709,20574,21135,31823,7535,36835,4874
40137,43647,21168,22479,33480,8366,41351,2296
40139,20805,11095,9710,14829,2280,19929,876
40141,7413,3782,3631,5656,1454,6845,568
40143,646419,315509,330910,482773,90495,595446,50973
40145,78958,39025,39933,59612,12652,71725,7233
40147,51886,25270,26616,39540,9989,48648,3238
40149,11225,5622,5603,8405,1974,10669,556
40151,9043,4767,4276,7184,1507,8586,457
40153,20727,10955,9772,15497,3108,19836,891
41001,16019,8257,7762,12885,4151,15669,350
41003,91107,45794,45313,76193,14145,87206,3901
41005,410463,202194,208269,321443,72125,393578,16885
41007,39102,19457,19645,31642,8387,37310,1792
41009,51375,25820,25555,40373,9394,49265,2110
41011,63686,31494,32192,51899,16223,60024,3662
41013,23011,11347,11664,18452,5713,22324,687
41015,22650,11173,11477,19351,7623,21214,1436
41017,186251,91931,94320,148371,36450,180701,5550
41019,109114,53868,55246,87952,27550,104332,4782
41021,1878,897,981,1505,475,1839,39
41023,7189,3671,3518,5903,2099,7021,168
41025,7267,3736,3531,5768,1736,6807,460
41027,23209,11598,11611,17612,3609,22346,863
41029,216574,105742,110832,171765,46655,208610,7964
41031,23607,12222,11385,18049,4546,22670,937
41033,86251,42293,43958,69356,22145,83158,3093
41035,66921,33404,33517,52397,13849,63887,3034
41037,7837,4194,3643,6360,1929,7554,283
41039,373340,183845,189495,303907,70183,353281,20059
41041,48547,23393,25154,40337,13534,46322,2225
41043,125048,61638,63410,96638,22895,119319,5729
41045,30412,16551,13861,22696,5001,29494,918
41047,339641,169275,170366,255397,52093,317256,22385
41049,11303,5720,5583,8190,1764,10955,348
41051,804606,398513,406093,651525,104899,761260,43346
41053,83037,40552,42485,64102,14569,79947,3090
41055,1642,882,760,1365,428,1556,86
41057,26389,13237,13152,21356,6560,25473,916
41059,77129,40155,36974,57511,11820,74027,3102
41061,26337,13083,13254,20537,5283,25568,769
41063,7004,3444,3560,5721,1978,6828,176
41065,26130,13122,13008,20262,5273,25292,838
41067,589481,291701,297780,452589,76361,557497,31984
41069,1415,713,702,1175,506,1362,53
41071,104831,52422,52409,81276,17604,100499,4332
42001,102470,50461,52009,81666,20304,100107,2363
42003,1221744,590342,631402,992084,226124,1186439,35305
42005,65867,32761,33106,53188,14236,65134,733
42007,165833,80460,85373,133620,34713,161225,4608
42009,48337,23972,24365,38838,10751,47853,484
42011,418025,205638,212387,323987,70728,398963,19062
42013,123157,60259,62898,98025,24996,121023,2134
42015,60963,30071,30892,47532,12671,60155,808
42017,626806,307660,319146,497637,113718,614009,12797
42019,186899,92531,94368,149097,34025,183757,3142
42021,133009,65461,67548,107313,29240,130188,2821
42023,4611,2281,2330,3844,1235,4503,108
42025,63887,31777,32110,51497,13196,63352,535
42027,161960,85202,76758,137614,22306,159026,2934
42029,519560,255927,263633,400470,82614,507614,11946
42031,38715,18881,19834,31410,7413,38181,534
42033,79908,42011,37897,65031,16097,78762,1146
42035,38915,19261,19654,31039,7121,38662,253
42037,65715,31564,34151,54109,12443,64985,730
42039,85665,41716,43949,67728,17140,83968,1697
42041,249328,123397,125931,198771,45230,242618,6710
42043,275632,133579,142053,213563,45549,267052,8580
42045,564554,271636,292918,439657,90402,549906,14648
42047,30340,15319,15021,24453,6517,30175,165
42049,273835,135238,138597,214920,47517,265114,8721
42051,131302,64835,66467,105957,27082,128162,3140
42053,7313,5318,1995,6528,1603,7120,193
42055,154147,75710,78437,119528,29673,150927,3220
42057,14506,7322,7184,11588,3040,14345,161
42059,36870,19169,17701,29760,6823,36075,795
42061,45369,24111,21258,37097,9299,44618,751
42063,85032,42572,42460,69726,15959,83642,1390
42065,43846,21839,22007,34530,9013,43385,461
42067,24624,12304,12320,19051,4896,24459,165
42069,210652,102161,108491,167666,41322,205877,4775
42071,540999,264955,276044,412824,94915,527569,13430
42073,86727,41947,44780,69438,18660,84626,2101
42075,139729,68479,71250,107697,26742,136774,2955
42077,365052,178570,186482,282266,60102,352365,12687
42079,317663,157010,160653,255108,62285,311205,6458
42081,114330,56067,58263,90869,21753,112325,2005
42083,41401,21416,19985,33199,7883,40785,616
42085,111518,54961,56557,89645,23624,109361,2157
42087,46276,22589,23687,35886,9787,45593,683
42089,168032,83112,84920,134697,28274,162758,5274
42091,823823,400410,423413,645167,143138,802350,21473
42093,18259,8720,9539,14562,3768,18130,129
42095,302809,148943,153866,242084,56396,292322,10487
42097,91761,46173,45588,73738,19142,90521,1240
42099,46053,23346,22707,36111,8293,45509,544
42101,1579075,747479,831596,1233514,212274,1530726,48349
42103,55453,28148,27305,45421,12152,54123,1330
42105,16806,8389,8417,13308,3953,16553,253
42107,142674,72953,69721,114466,28561,140671,2003
42109,40483,20143,20340,32008,7419,39973,510
42111,74361,38821,35540,60746,16178,73288,1073
42113,6135,3243,2892,5415,1696,6095,40
42115,40970,20601,20369,33263,9383,40536,434
42117,40944,20319,20625,32788,8786,40384,560
42119,45111,24755,20356,37047,7996,44109,1002
42121,51818,25583,26235,41651,11213,50845,973
42123,39756,19901,19855,32016,8882,39334,422
42125,207212,101740,105472,166642,41708,203042,4170
42127,51422,27286,24136,42816,12078,50446,976
42129,352590,172407,180183,287443,78061,346449,6141
42131,27327,13779,13548,21972,5598,26958,369
42133,445565,220122,225443,346808,76024,434550,11015
44001,48764,23599,25165,39460,9455,47908,856
44003,163869,79292,84577,132809,30180,160118,3751
44005,82801,40728,42073,68669,17943,80754,2047
44007,635737,309399,326338,504118,95189,609644,26093
44009,126060,60774,65286,104831,25122,123586,2474
45001,24627,11941,12686,19550,5202,24156,471
45003,168301,81237,87064,131635,31540,164190,4111
45005,9024,4828,4196,7330,1777,8977,47
45007,198064,95539,102525,152573,35149,193536,4528
45009,14376,6950,7426,11485,3026,14303,73
45011,21346,10337,11009,16195,3786,21161,185
45013,186095,91501,94594,150750,49217,181869,4226
45015,215044,106983,108061,163482,28877,207542,7502
45017,14663,7003,7660,11815,3230,14575,88
45019,401165,194314,206851,321701,63833,392888,8277
45021,56895,27531,29364,43673,9262,55510,1385
45023,32311,15703,16608,25041,5874,31726,585
